Job,Company,Job_Type,Minimum_Experience,Posted_Date,Month,Year,Location,Degree,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10,Tag11,Tag12,Tag13,Tag14,Tag15,Tag16,Tag17,Tag18,Language1,Language2,Language3,Language4,Language5,Language6,Language7,Language8,Language9,numTags,NumLag
Mobile Designer iOS,Eqeep,Full time Position,3 - 5 Years,27/02/2016,Feb,2016, Noord Brabant, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Supplier Quality Development Engineer,Inalfa Roof Systems,Full time Position,3 - 5 Years,27/02/2016,Feb,2016, Noord Brabant, Bachelor,Finance and Economics,Business Admin and Others,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,3,2
Online Marketing Intern ,Travix,Internship / Part Time,Entry,27/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Content Management Intern,Travix,Internship / Part Time,Entry,27/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Social Media Marketing Intern,Atlassian,Internship / Part Time,Entry,27/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,3,3
Cutting Edge iOS Developer (Medior / Senior),Working Class Heroes,Full time Position,1 - 3 Years,26/02/2016,Feb,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Passionate Native iOS Developer,Working Class Heroes,Full time Position,1 - 3 Years,26/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"Internship APP developer (iOS/Android) , Mobile Advertising",Pocket Media,Internship / Part Time,1 - 3 Years,26/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Internship Account Manager / Sales | Mobile Advertising,Pocket Media,Internship / Part Time,Entry,26/02/2016,Feb,2016, Noord Holland, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Technical Writer,Other companies,Full time Position,3 - 5 Years,25/02/2016,Feb,2016, Utrecht, Bachelor,Electrical,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
Junior Account Manager,Other companies,Full time Position,Entry,24/02/2016,Feb,2016, Noord Holland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Imaging Architecture Intern,Intel,Internship / Part Time,Entry,25/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Internship Legal Affairs,Kramp,Internship / Part Time,Entry,25/02/2016,Feb,2016, Gelderland, Bachelor,Legal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Financial Analyst,Crocs,Full time Position,1 - 3 Years,25/02/2016,Feb,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Stylist Amersfoort (new store),Scotch & Soda,Full time Position,3 - 5 Years,24/02/2016,Feb,2016, Noord Holland, Bachelor,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Senior Android Developer,Working Class Heroes,Full time Position,3 - 5 Years,20/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Strategy and Business Developer,HE SPACE,Full time Position,1 - 3 Years,19/02/2016,Feb,2016, Noord Holland, Master,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
CONVERSION RATE OPTIMIZATION SPECIALIST,Tommy Hilfiger,Full time Position,3 - 5 Years,19/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
ANALYST IT OPERATIONS,Tommy Hilfiger,Full time Position,1 - 3 Years,17/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
International Treasurer,APM Terminals,Full time Position,1 - 3 Years,18/02/2016,Feb,2016, Zuid Holland, Master,Finance and Economics,Legal,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Internship online Marketing/International Business,Tresbizz,Internship / Part Time,Entry,17/02/2016,Feb,2016, Flevoland, Bachelor,Marketing and Sales,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
DTC Merchandising Intern,Crocs,Internship / Part Time,Entry,17/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Training Event Coordinator,DHL,Full time Position,3 - 5 Years,17/02/2016,Feb,2016, Limburg, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
HR Project Lead,Inalfa Roof Systems,Full time Position,3 - 5 Years,16/02/2016,Feb,2016, Noord Brabant, Master,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
Engineering Software Application Engineer,Heerema Marine Contractors,Full time Position,3 - 5 Years,16/02/2016,Feb,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Test Engineer,ABB,Full time Position,3 - 5 Years,16/02/2016,Feb,2016, Zuid Holland, Bachelor,Electrical,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Design Traffic Assistant,MediaMonks,Full time Position,Entry,16/02/2016,Feb,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,Creative and Design,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Medical Devices Expert & Auditor - EMEA,BOSCH,Full time Position,3 - 5 Years,15/02/2016,Feb,2016, Noord Holland, Bachelor,Business Admin and Others,Medical and Health,Other Science and Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,3,2
Manager or Senior Consultant IT Security Architecture,KPMG,Full time Position,3 - 5 Years,14/02/2016,Feb,2016, Noord Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Manager or Senior Consultant Security within Industrial Control Systems,KPMG,Full time Position,3 - 5 Years,14/02/2016,Feb,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Manager or Senior Consultant Security Monitoring,KPMG,Full time Position,3 - 5 Years,14/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Accounts Payable Specialist,Starbucks,Full time Position,3 - 5 Years,13/02/2016,Feb,2016, Noord Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,2,3
Product Owner,TNT Express,Full time Position,3 - 5 Years,13/02/2016,Feb,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Tester,TNT Express,Full time Position,3 - 5 Years,13/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,Other Science and Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Scrum Master,TNT Express,Full time Position,3 - 5 Years,13/02/2016,Feb,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
The Technical Analyst,UL Transaction Security,Full time Position,1 - 3 Years,13/02/2016,Feb,2016, Zuid Holland, Bachelor,Electrical,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Mate 1 / Sr. DPO,Heerema Marine Contractors,Full time Position,3 - 5 Years,13/02/2016,Feb,2016, Zuid Holland, Bachelor,Civil/Petro/Offshore,Other Science and Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Android / iOS App Developer,Working Class Heroes,Full time Position,1 - 3 Years,12/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Software PA Support Engineer,HE SPACE,Full time Position,1 - 3 Years,11/02/2016,Feb,2016, Zuid Holland, Bachelor,IT and Computer Science,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Program Associate,Rockstart,Full time Position,Entry,10/02/2016,Feb,2016, Noord Holland, Bachelor,Business Admin and Others,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Sitecore Developer,MediaMonks,Full time Position,1 - 3 Years,10/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Unity Developer,MediaMonks,Full time Position,1 - 3 Years,9/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Talented Android Developer,Working Class Heroes,Full time Position,1 - 3 Years,9/02/2016,Feb,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Sales & Account manager in Duitsland,The New Motion,Full time Position,3 - 5 Years,7/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,German,NA,NA,NA,NA,NA,NA,NA,2,2
1st Skipper Stationary,Lowland,Full time Position,3 - 5 Years,7/02/2016,Feb,2016, Noord Holland, Master,Business Admin and Others,Civil/Petro/Offshore,Mechanical and Aerospace,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
(Senior) Consultant SAP Security,KPMG,Full time Position,3 - 5 Years,6/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
EMC Engineer,HE SPACE,Full time Position,1 - 3 Years,5/02/2016,Feb,2016, Zuid Holland, Master,Electrical,IT and Computer Science,Mechanical and Aerospace,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
HTML5 Game Developer,MediaMonks,Full time Position,1 - 3 Years,4/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
JR. DISPLAY ADVERTISING QA SPECIALIST,MediaMonks,Full time Position,1 - 3 Years,3/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Customer Service Key Account Coordinator (native French),Crocs,Full time Position,1 - 3 Years,4/02/2016,Feb,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,NA,NA,NA,NA,NA,NA,NA,2,2
Construction Document Controller,APM Terminals,Full time Position,1 - 3 Years,4/02/2016,Feb,2016, Zuid Holland, Bachelor,Business Admin and Others,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Knowledge and Training Manager ,Heineken Group,Full time Position,3 - 5 Years,3/02/2016,Feb,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Website Developer (Intern-Part time) ,HoiTalent.com,Internship / Part Time,Entry,1/02/2016,Feb,2016, Noord Holland, Bachelor,IT and Computer Science,Creative and Design,Media,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,4,1
Contracting and Pricing Analyst - (Africa Middle East),APM Terminals,Full time Position,1 - 3 Years,30/01/2016,Jan,2016, Zuid Holland, Bachelor,Finance and Economics,Legal,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Junior Visual / UI Designer,Pilotfish,Full time Position,1 - 3 Years,30/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
MID-LEVEL VISUAL / UI DESIGNER,Pilotfish,Full time Position,3 - 5 Years,30/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
LEAD JAVA DEVELOPER AMSTERDAM ,CodeGuild,Full time Position,3 - 5 Years,29/01/2016,Jan,2016, Noord Holland, Master,IT and Computer Science,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
MID-LEVEL DIGITAL DESIGNER,MediaMonks,Full time Position,1 - 3 Years,29/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,Creative and Design,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Customer Service Representative (native German),Crocs,Full time Position,1 - 3 Years,29/01/2016,Jan,2016, Utrecht, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Contracting and Pricing Manager - (Europe),APM Terminals,Full time Position,1 - 3 Years,29/01/2016,Jan,2016, Zuid Holland, Bachelor,Legal,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Structural Engineer,European Space Agency,Full time Position,1 - 3 Years,28/01/2016,Jan,2016, Zuid Holland, Master,Mechanical and Aerospace,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,NA,NA,NA,NA,NA,NA,NA,2,2
Performance Analyst Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Brand Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Sports Marketing Operations Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Sales Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Retail Allocation Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Retail Buying Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Retail Planning Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Demand and Inventory Planning Internship (Nike),Nike,Internship / Part Time,Entry,28/01/2016,Jan,2016, Noord Holland, Bachelor,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
3D Technologist,INDG,Full time Position,1 - 3 Years,28/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,Other Science and Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
INTERNSHIP GLOBAL CONTINUOUS IMPROVEMENT,APM Terminals,Graduate Thesis,Entry,28/01/2016,Jan,2016, Zuid Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Communications Assistant,Coalition for the International Criminal Court,Full time Position,1 - 3 Years,27/01/2016,Jan,2016, Zuid Holland, Bachelor,Legal,Marketing and Sales,Business Admin and Others,Media,Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,NA,NA,NA,NA,NA,NA,NA,5,2
International Retail Specialist,Kramp,Full time Position,1 - 3 Years,26/01/2016,Jan,2016, Gelderland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Others,NA,NA,NA,NA,NA,NA,NA,2,2
Business Controller,Kramp,Full time Position,3 - 5 Years,26/01/2016,Jan,2016, Gelderland, Master,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Project Estimator Rotterdam,Damen,Full time Position,1 - 3 Years,24/01/2016,Jan,2016, Zuid Holland, Bachelor,Civil/Petro/Offshore,IT and Computer Science,Mechanical and Aerospace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Education Solution Architect,Infor,Full time Position,1 - 3 Years,23/01/2016,Jan,2016, Gelderland, Bachelor,Human Resources,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,NA,NA,NA,NA,NA,NA,2,3
Internship Marketing,Virtuagym,Internship / Part Time,Entry,23/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,French,German,Italian,Spanish,NA,NA,NA,NA,2,5
Technical Facility Intern,TomTom,Graduate Trainee,Entry,22/01/2016,Jan,2016, Noord Holland, Bachelor,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"Business Analyst, PMO Operations",APM Terminals,Full time Position,1 - 3 Years,22/01/2016,Jan,2016, Zuid Holland, Bachelor,Finance and Economics,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Technical Sales Engineer Intern - Netherlands,Cisco ,Internship / Part Time,Entry,22/01/2016,Jan,2016, Noord Holland, Bachelor,Marketing and Sales,IT and Computer Science,Physics and Mathematics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Vacancy International Business Development Agent ?C Italy,ISM eCompany,Internship / Part Time,Entry,21/01/2016,Jan,2016, Zuid Holland, Bachelor,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,Italian,NA,NA,NA,NA,NA,NA,NA,2,2
Technical Support Analyst ITI senior,Eqeep,Full time Position,3 - 5 Years,20/01/2016,Jan,2016, Utrecht, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Intern Commerce - Online Marketing,Travix,Internship / Part Time,Entry,20/01/2016,Jan,2016, Noord Holland, Bachelor,Finance and Economics,Marketing and Sales,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
Innovation-loving Android Developer,Working Class Heroes,Full time Position,1 - 3 Years,19/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Head of LLP (Eindhoven),DHL,Full time Position,3 - 5 Years,19/01/2016,Jan,2016, Noord Brabant, Bachelor,Finance and Economics,Supply Chain and Procurement,Business Admin and Others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,3,1
IT Support Analyst Intern,Crocs,Internship / Part Time,Entry,19/01/2016,Jan,2016, Noord Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Senior Embedded Software Designer,ABB,Full time Position,1 - 3 Years,19/01/2016,Jan,2016, Zuid Holland, Bachelor,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
UX Designer,3D Hubs,Full time Position,1 - 3 Years,17/01/2016,Jan,2016, Noord Holland, Master,IT and Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,1,1
